Begriff;Definition;Erläuterung;Verwendungshinweis;Von;Bis
Rupelium;Das Rupelium ist das älteste geochronologische Alter des Oligozäns, das vor etwa 33,9 Millionen Jahren begann und vor etwa 27,3 Millionen Jahren endete.;;;-33900000;-27300000
Chattium;Das Chattium ist das jüngste geochronologische Alter des Oligozäns, das vor etwa 27,3 Millionen Jahren begann und vor etwa 23,04 Millionen Jahren endete.;;;-27300000;-23040000
Neogen;Das Neogen ist die mittlere geochronologische Periode des Känozoikums. Sie begann vor etwa 23,04 Millionen Jahren und endete vor etwa 2,58 Millionen Jahren.;;;-23040000;-2580000
Miozän;Das Miozän ist die ältere geochronologische Epoche des Neogens. Sie begann vor etwa 23,04 Millionen Jahren und endete vor etwa 5,33 Millionen Jahren.;;;-23040000;-5333000
Untermiozän;Das Untermiozän ist die älteste geochronologische Epoche des Miozäns. Es begann vor etwa 23,04 Millionen Jahren und endete vor etwa 15,98 Millionen Jahren.;;;-23040000;-15980000
Aquitanium;Das Aquitanium ist das älteste geochronologische Alter des Untermiozäns. Es begann vor etwa 23,04 Millionen Jahren und endete vor etwa 20,45 Millionen Jahren.;;;-23040000;-20450000
Burdigalium;Das Burdigalium ist das jüngste geochronologische Alter des Untermiozäns. Es begann vor etwa 20,45 Millionen Jahren und endete vor etwa 15,98 Millionen Jahren.;;;-20450000;-15980000
Mittelmiozän;Das Mittelmiozän ist die mittlere geochronologische Epoche des Miozäns. Es begann vor etwa 15,98 Millionen Jahren und endete vor etwa 11,63 Millionen Jahren.;;;-15980000;-11630000
Langhium;Das Langhium ist das älteste geochronologische Alter des Mittelmiozäns. Es begann vor etwa 15,98 Millionen Jahren und endete vor etwa 13,82 Millionen Jahren.;;;-15980000;-13820000
Serravallium;Das Serravallium ist das jüngste geochronologische Alter des Mittelmiozäns. Es begann vor etwa 13,82 Millionen Jahren und endete vor etwa 11,63 Millionen Jahren.;;;-13820000;-11630000
Obermiozän;Das Obermiozän ist die jüngste geochronologische Epoche des Miozäns. Es begann vor etwa 11,63 Millionen Jahren und endete vor etwa 5,33 Millionen Jahren.;;;-11630000;-5333000
Tortonium;Das Tortonium ist das älteste geochronologische Alter des Obermiozäns. Es begann vor etwa 11,63 Millionen Jahren und endete vor etwa 7,24 Millionen Jahren.;;;-11630000;-7246000
Messinium;Das Messinium ist das jüngste geochronologische Alter des Obermiozäns. Es begann vor etwa 7,24 Millionen Jahren und endete vor etwa 5,33 Millionen Jahren.;;;-7246000;-5333000
Pliozän;Das Pliozän ist die jüngere geochronologische Epoche des Neogens. Sie begann vor etwa 5,33 Millionen Jahren und endete vor etwa 2,58 Millionen Jahren.;;;-5333000;-2580000
Zancleum;Das Zancleum ist das älteste geochronologische Alter des Pliozäns. Es begann vor etwa 5,33 Millionen Jahren und endete vor etwa 3,60 Millionen Jahren.;;;-5333000;-3600000
Piacenzium;Das Piacenzium ist das jüngste geochronologische Alter des Pliozäns. Es begann vor etwa 3,60 Millionen Jahren und endete vor etwa 2,58 Millionen Jahren.;;;-3600000;-2580000
Quartär;Das Quartär ist die jüngste geochronologische Periode des Känozoikums. Sie begann vor etwa 2,58 Millionen Jahren und dauert bis heute an.;;;-2580000;
Pleistozän;Das Pleistozän ist die älteste geochronologische Epoche des Quartärs. Sie begann vor etwa 2,58 Millionen Jahren und endete vor etwa 11.700 Jahren.;;;-2580000;-11700
Gelasium;Das Gelasium ist ein geochronologisches Alter des Pleistozäns, das vor etwa 2,58 Millionen Jahren begann und vor etwa 1,80 Millionen Jahren endete.;;;-2580000;-1800000
Calabrium;Das Calabrium ist ein geochronologisches Alter des Pleistozäns, das vor etwa 1,80 Millionen Jahren begann und vor etwa 774.000 Jahren endete.;;;-1800000;-774000
Chibanium;Das Chibanium ist ein geochronologisches Alter des Pleistozäns, das vor etwa 774.000 Jahren begann und vor etwa 129.000 Jahren endete.;;;-774000;-129000
Oberpleistozän;Das Oberpleistozän ist ein geochronologisches Alter des Pleistozäns, das vor etwa 129.000 Jahren begann und vor etwa 11.700 Jahren endete.;;;-129000;-11700
Grönlandium;Das Grönlandium ist das älteste geochronologische Alter des Holozäns, das vor etwa 11.700 Jahren begann und vor etwa 8.200 Jahren endete.;;;-117000;-8200
Holozän;Das Holozän ist die jüngste geochronologische Epoche des Quartärs. Sie begann vor etwa 11.700 Jahren und dauert bis heute an.;;;-11700;
Nordgrippium;Das Northgrippium ist das mittlere geochronologische Alter des Holozäns, das vor etwa 8.200 Jahren begann und vor etwa 4.200 Jahren endete.;;;-8200;-4200
Meghalayum;Das Meghalayum ist das jüngste geochronologische Alter des Holozäns, das vor etwa 4.200 Jahren begann und bis heute andauert.;;;-4200;
Urgeschichte bis Neuzeit;;;;-780000;2100
Urgeschichte;;;;-780000;-15
Steinzeit;;;;-780000;-2150
Paläolithikum bis Mesolithikum;;;;-780000;-5300
Paläolithikum;;;;-780000;-9600
Altpaläolithikum;;;;-780000;-300000
Mittelpaläolithikum;;;;-300000;-35000
Spätpaläolithikum;;;;-35000;-9600
Jungpaläolithikum;;;;-35000;-13000
Aurignacien;;;;-35000;-30000
Gravettien;;;;-30000;-15000
Magdalénien;;;;-15000;-13000
Endpaläolithikum bis Mesolithikum;;;;-13000;-5300
Endpaläolithikum;;;;-13000;-9600
Federmessergruppen;;;;-13000;-12000
Ahrensburger Kultur;;;;-12000;-9600
Mesolithikum bis Metallzeit;;;;-9600;-15
Mesolithikum bis Neolithikum;;;;-9600;-2150
Mesolithikum;;;;-9600;-5300
Neolithikum bis Metallzeit;;;;-5300;-15
Neolithikum;;;;-5300;-2150
Alt- bis Jungneolithikum;;;;-5300;-3500
Alt- bis Mittelneolithikum;;;;-5300;-4300
Altneolithikum/Bandkeramik;;;;-5300;-4900
Mittelneolithikum bis Metallzeit;;;;-4900;-15
Mittel- bis Spätneolithikum;;;;-4900;-2800
Mittel- bis Jungneolithikum;;;;-4900;-3500
Mittelneolithikum;;;;-4900;-4300
Großgartach;;;;-4900;-4600
Planig-Friedberg;;;;-4800;-4750
Rössen;;;;-4750;-4600
Bischheim;;;;-4600;-4300
Jung- bis Endneolithikum;;;;-4300;-2150
Jung- bis Spätneolithikum;;;;-4300;-2800
Jungneolithikum/Michelsberg;;;;-4300;-3500
Jungneolithikum;;;;- 4300;- 3500
Spätneolithikum bis Bronzezeit;;;;-3500;-800
Spät- bis Endneolithikum;;;;-3500;-2150
Spätneolithikum/Wartberg;;;;-3500;-2800
Endneolithikum/Rheinische Becherkultur;;;;-2800;-2150
Schnurkeramik;;;;-2800;-2400
Glockenbecher;;;;-2400;-2150
Metallzeit bis Neuzeit;;;;-2150;2100
Metallzeit;;;;-2150;-15
Bronzezeit bis Hallstattzeit;;;;-2150;-475
Bronzezeit;;;;-2150;-800
Bronzezeit bis Hallstattzeit A;;;;-2150;-1000
Ältere Bronzezeit;;;;-2150;-1300
Frühe Bronzezeit;;;;-2150;-1500
Mittlere Bronzezeit;;;;-1500;-1300
Urnenfelderzeit bis Eisenzeit;;;;-1300;-15
Urnenfelderzeit bis Frühlatène;;;;-1300;-250
Jüngere Bronzezeit;;;;-1300;-800
Bronzezeit D;;;;-1300;-1200
Hallstatt A;;;;-1200;-1000
Hallstatt B/C;;;;-1000;-600
Hallstatt B;;;;-1000;-800
Eisenzeit bis Neuzeit;;;;-800;2100
Eisenzeit bis Hochmittelalter;;;;-800;1300
Eisenzeit bis Germanisch;;;;-800;450
Hallstatt C bis Frühlatène;;;;-800;250
Eisenzeit;;;;-800;-15
Ältere Eisenzeit;;;;-800;-475
Ältere Hallstattzeit;;;;-800;-600
Hallstatt D bis Frühlatène;;;;-600;250
Hallstatt D bis Spätlatène;;;;-600;-15
Jüngere Hallstattzeit;;;;-600;-475
Jüngere Eisenzeit;;;;-475;-15
Früh- bis Mittellatènezeit;;;;-475;-120
Frühlatènezeit;;;;-475;-250
Mittel- bis Spätlatènezeit;;;;-250;-15
Mittellatènezeit;;;;-250;-120
Römisch, 2.-1. Jh. v. Chr.;;;;-200;-1
Römisch, 2. Jh. v. Chr.;;;;-200;-101
Latène D bis frühe Römische Kaiserzeit;;;;-120;70
Spätlatènezeit;;;;-120;-15
Römisch, 1. Jh. v. Chr. - 4. Jh.;;;;-100;400
Römisch, 1. Jh. v. Chr. - 3. Jh.;;;;-100;300
Römisch, 1. Jh. v. Chr. - 2. Jh.;;;;-100;200
Römisch, 1. Jh. v. Chr. - 1. Jh.;;;;-100;100
Römisch, 1. Jh. v. Chr.;;;;-100;-1
Römische Kaiserzeit bis Neuzeit;;;;-27;
Römische Kaiserzeit bis Mittelalter;;;;-27;1500
Römisch;;;;-27;450
Germanisch/einheimisch;;;;-27;450
Römische Kaiserzeit;;;;-27;450
Germanisch A;;;;-27;14
Römisch, 1.-5. Jh.;;;;1;500
Römisch, 1.-4. Jh.;;;;1;400
Römisch, 1.-3. Jh.;;;;1;300
Römisch, 1.-2. Jh.;;;;1;200
Römisch, 1. Jh.;;;;1;100
Germanisch B/C2;;;;14;305
Germanisch B;;;;14;180
Germanisch B1;;;;+14;+70
Germanisch B2;;;;+70;+180
Römisch, 2.-5. Jh.;;;;101;500
Römisch, 2.-4. Jh.;;;;101;400
Römisch, 2.-3. Jh.;;;;101;300
Römisch, 2. Jh.;;;;101;200
Germanisch C;;;;180;370
Germanisch C1;;;;+180;+235
Römisch, 3.-5. Jh.;;;;201;500
Römisch, 3.-4. Jh.;;;;201;400
Römisch, 3. Jh.;;;;201;300
Germanisch C2;;;;+235;+305
Späte römische Kaiserzeit bis Frühmittelalter;;;;284;500
Römisch, 4.-5. Jh.;;;;301;500
Römisch, 4. Jh.;;;;301;400
Germanisch C3/D;;;;305;450
Germanisch C3;;;;+305;+370
Germanisch D;;;;370;450
Frühmittelalter, 5.-8. Jh.;;;;401;800
Frühmittelalter, 5.-7. Jh.;;;;401;700
Frühmittelalter, 5.-6. Jh.;;;;401;600
Römisch, 5. Jh.;;;;401;500
Mittelalter bis Neuzeit;;;;450;
Mittelalter bis Mitte 19. Jh.;;;;450;1850
Mittelalter bis Frühneuzeit;;;;450;1600
Früh- bis Spätmittelalter;;;;450;1500
Mittelalter;;;;450;1500
Früh- bis Hochmittelalter;;;;450;1300
Merowingisch bis ottonisch;;;;450;1024
Frühmittelalter;;;;450;919
Merowingerzeit;;;;450;750
Frühe Merowingerzeit;;;;450;500
Frühmittelalter, 6.-9. Jh.;;;;501;900
Frühmittelalter, 6.-8. Jh.;;;;501;800
Merowingerzeit, 6.-7. Jh.;;;;501;700
Merowingerzeit, 6. Jh.;;;;501;600
Frühmittelalter, 7.-9. Jh.;;;;601;900
Frühmittelalter, 7.-8. Jh.;;;;601;800
Merowingerzeit, 7. Jh.;;;;601;700
Frühmittelalter, 8.-9. Jh.;;;;701;900
Ausgehende Merowingerzeit;;;;701;750
Karolingisch bis Hochmittelalter;;;;750;1300
Karolingisch bis ottonisch;;;;750;1024
Karolingerzeit;;;;750;919
Frühe Karolingerzeit;;;;750;820
Mittlere Karolingerzeit;;;;820;880
Ausgehende Karolingerzeit;;;;880;919
Hochmittelalter bis Neuzeit;;;;901;2100
Hoch- bis Spätmittelalter;;;;901;1500
Hochmittelalter;;;;901;1300
Hochmittelalter, 10.-12. Jh.;;;;901;1200
Hochmittelalter, 10.-11. Jh.;;;;901;1100
Hochmittelalter, 10. Jh.;;;;901;1000
Ottonisch;;;;919;1024
Hochmittelalter, 11.-13. Jh.;;;;1001;1300
Hochmittelalter, 11.-12. Jh.;;;;1001;1200
Hochmittelalter, 11. Jh.;;;;1001;1100
Salisch;;;;1024;1125
Hochmittelalter, 12.-13. Jh.;;;;1101;1300
Hochmittelalter, 12. Jh.;;;;1101;1200
Staufisch;;;;1137;1250
13.-14. Jahrhundert n. Chr.;;;;1201;1400
Hochmittelalter, 13. Jh.;;;;1201;1300
Spätmittelalter;;;;1301;1500
Spätmittelalter, 14. Jh.;;;;1301;1400
Spätmittelalter bis Neuzeit;;;;1401;
Spätmittelalter bis Frühneuzeit, 15.-16. Jh.;;;;1401;1600
Spätmittelalter, 15. Jh.;;;;1401;1500
Neuzeit;;;;1501;
Neuzeit, 16.-20. Jh.;;;;1501;2000
Neuzeit, 16.-19. Jh.;;;;1501;1900
Neuzeit, 16.-18. Jh.;;;;1501;1800
Neuzeit, 16.-17. Jh.;;;;1501;1700
Neuzeit, 16. Jh.;;;;1501;1600
Neuzeit, 17.-21. Jh.;;;;1601;2100
Neuzeit, 17.-20. Jh.;;;;1601;2000
Neuzeit, 17.-19. Jh.;;;;1601;1900
Neuzeit, 17.-18. Jh.;;;;1601;1800
Neuzeit, 17. Jh.;;;;1601;1700
Neuzeit, 18.-21. Jh.;;;;1701;2100
Neuzeit, 18.-20. Jh.;;;;1701;2000
Neuzeit, 18.-19. Jh.;;;;1701;1900
Neuzeit, 18. Jh.;;;;1701;1800
Neuzeit, 19.-21. Jh.;;;;1801;2100
Neuzeit, 19.-20. Jh.;;;;1801;2000
Neuzeit, 19. Jh.;;;;1801;1900
Neuzeit, 20.-21. Jh.;;;;1901;2100
Neuzeit, 20. Jh.;;;;1901;2000
Neuzeit, 21. Jh.;;;;2001;2100
